ipcc_code,description,emissions_GgCO2e,CO2_GgCO2e,CH4_GgCO2e,N2O_GgCO2e,HFC_GgCO2e,notes,sector_group,in_S,f_frac_central,f_frac_low,f_frac_high,e_frac_central,e_frac_low,e_frac_high,scope_note,S_F_E_central,S_E_only_central,S_F_only_central,S_only_central,F_only_central,F_E_only_central,E_only_central,uncovered_central,S_F_E_low,S_E_only_low,S_F_only_low,S_only_low,F_only_low,F_E_only_low,E_only_low,uncovered_low,S_F_E_high,S_E_only_high,S_F_only_high,S_only_high,F_only_high,F_E_only_high,E_only_high,uncovered_high
2C1,Produccion de hierro y acero,0.28,0.28,0.0,0.0,0.0,1 scrap-steel company in San Juan del Rio; Tier 1,ippu_metals,True,0.0,0.0,0.0,0.0,0.0,0.0,2C1: S(process); F=0; E=0 (280 tCO2e << 25kt threshold),0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0
2F1_res,Refrigeracion residencial,0.54,0.0,0.0,0.0,0.54,,ippu_hfcs,True,0.0,0.0,0.0,0.0,0.0,0.0,"2F: S(HFCs, all Kyoto gases covered); F=0; E=0",0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0
2F1_ac_res,Aire acondicionado residencial,2.89,0.0,0.0,0.0,2.89,,ippu_hfcs,True,0.0,0.0,0.0,0.0,0.0,0.0,"2F: S(HFCs, all Kyoto gases covered); F=0; E=0",0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0
2F1_ac_ind,Aire acondicionado industrial,1.48,0.0,0.0,0.0,1.48,,ippu_hfcs,True,0.0,0.0,0.0,0.0,0.0,0.0,"2F: S(HFCs, all Kyoto gases covered); F=0; E=0",0.0,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,0.0
2F1_ac_mov,Aire acondicionado movil,65.57,0.0,0.0,0.0,65.57,Vehicle AC HFC leaks; classified under IPPU not transport,ippu_hfcs,True,0.0,0.0,0.0,0.0,0.0,0.0,"2F: S(HFCs, all Kyoto gases covered); F=0; E=0",0.0,0.0,0.0,65.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.57,0.0,0.0,0.0,0.0
3A1,Fermentacion enterica,629.36,0.0,629.36,0.0,0.0,,afolu,False,0.0,0.0,0.0,0.0,0.0,0.0,AFOLU: exempt from all three instruments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.36
3A2,Gestion del estiercol,631.19,0.0,492.74,138.45,0.0,,afolu,False,0.0,0.0,0.0,0.0,0.0,0.0,AFOLU: exempt from all three instruments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.19
3C1,Quema de biomasa,67.94,0.0,44.69,23.25,0.0,Pastizales + incendios forestales + residuos cultivo,afolu,False,0.0,0.0,0.0,0.0,0.0,0.0,AFOLU: exempt from all three instruments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.94
3C3,Aplicacion de urea,5.51,5.51,0.0,0.0,0.0,,afolu,False,0.0,0.0,0.0,0.0,0.0,0.0,AFOLU: exempt from all three instruments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.51
3C4,Emisiones directas N2O de suelos gestionados,908.36,0.0,0.0,908.36,0.0,Key category: 50% uncertainty,afolu,False,0.0,0.0,0.0,0.0,0.0,0.0,AFOLU: exempt from all three instruments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.36
3C5,Emisiones indirectas N2O de suelos gestionados,108.89,0.0,0.0,108.89,0.0,,afolu,False,0.0,0.0,0.0,0.0,0.0,0.0,AFOLU: exempt from all three instruments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.89
3C6,Emisiones indirectas N2O gestion del estiercol,98.51,0.0,0.0,98.51,0.0,,afolu,False,0.0,0.0,0.0,0.0,0.0,0.0,AFOLU: exempt from all three instruments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.51
4A,Sitios de disposicion final,617.92,0.0,617.92,0.0,0.0,CH4 from landfill decomposition; 83.67% of waste,waste,False,0.0,0.0,0.0,0.0,0.0,0.0,Waste: exempt from all three instruments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.92
4C,Incineracion y quema de residuos,3.07,1.1,1.68,0.0,0.0,Open burning,waste,False,0.0,0.0,0.0,0.0,0.0,0.0,Waste: exempt from all three instruments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07
4D,Tratamiento y descarga de aguas residuales,117.5,0.0,0.0,117.5,0.0,Municipal wastewater; no industrial WW data available,waste,False,0.0,0.0,0.0,0.0,0.0,0.0,Waste: exempt from all three instruments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.5
